LncRNA ID	Logfold	URWScore	pvalue	FDR	Rank(Logfold)	Rank(URWScore)
ENSG00000232893	4.4861510938581	0.349569524048801	0.145691056910569	0.297674418604651	234	301
ENSG00000225315	4.77322104726248	0.348906460841186	0.147317073170732	0.299346405228758	208	302
ENSG00000227053	3.79248125712728	0.348655950073584	0.147967479674797	0.299346405228758	302	303
ENSG00000237453	-5.59095944830865	0.348445060376895	0.148943089430894	0.299346405228758	158	304
ENSG00000255571	3.36697698454159	0.348336936135221	0.148943089430894	0.299346405228758	334	305
ENSG00000262074	3.44058366965058	0.348028315874708	0.148943089430894	0.299346405228758	329	306
ENSG00000242629	-2.82237362429372	0.347012511510539	0.152845528455285	0.306148867313916	396	307
ENSG00000188660	3.18042073073217	0.346632067818021	0.15349593495935	0.306148867313916	352	308
ENSG00000225916	3.91555066322923	0.346525815552807	0.153821138211382	0.306148867313916	291	309
ENSG00000234869	1.80412674401461	0.346189552819635	0.155121951219512	0.307301587301587	534	310
ENSG00000226690	4.91429789126511	0.346050065638542	0.156422764227642	0.307301587301587	196	311
ENSG00000246740	2.5639612446786	0.345874892887438	0.156747967479675	0.307301587301587	424	312
ENSG00000233080	3.15371398465922	0.345613329759082	0.157073170731707	0.307301587301587	359	313
ENSG00000230798	2.84321169738665	0.34560003868277	0.157073170731707	0.307301587301587	393	314
ENSG00000265933	3.53864083281877	0.345348307497393	0.15739837398374	0.307301587301587	323	315
ENSG00000253187	3.63028547841681	0.344831109146618	0.159674796747967	0.310691823899371	318	316
ENSG00000231806	4.60416344610098	0.344206977537614	0.160650406504065	0.310691823899371	223	317
ENSG00000234902	2.60253609150844	0.344199359464019	0.160650406504065	0.310691823899371	419	318
ENSG00000224819	4.8160766355759	0.343806648368045	0.16130081300813	0.310971786833856	206	319
ENSG00000230918	3.18676590176666	0.342978709743559	0.163577235772358	0.312538226299694	351	320
ENSG00000260763	4.74303035640446	0.342930452944295	0.16390243902439	0.312538226299694	211	321
ENSG00000223579	4.00884057111556	0.342887786279398	0.16390243902439	0.312538226299694	278	322
ENSG00000224269	-5.87027022053489	0.342757234055265	0.164227642276423	0.312538226299694	149	323
ENSG00000229400	3.03573926925874	0.341940269070254	0.16520325203252	0.312538226299694	375	324
ENSG00000259580	2.45225938417754	0.341692349369163	0.166178861788618	0.312538226299694	437	325
ENSG00000228100	-4.20680051668263	0.341646852129752	0.166178861788618	0.312538226299694	259	326
ENSG00000226004	3.9453500780697	0.341443854000097	0.166178861788618	0.312538226299694	285	327
ENSG00000260577	2.23111446776572	0.340473130807598	0.168130081300813	0.315243902439024	466	328
ENSG00000236064	3.43173918966403	0.340049080707401	0.169105691056911	0.316109422492401	330	329
ENSG00000215394	4.35280682289035	0.339944398623913	0.169756097560976	0.316363636363636	246	330
ENSG00000233342	-5.16449799524384	0.339305328823891	0.171382113821138	0.317888563049853	186	331
ENSG00000233928	4.5200562176919	0.338700543182884	0.173008130081301	0.317888563049853	229	332
ENSG00000253784	5.57728426051282	0.338672756297963	0.173008130081301	0.317888563049853	160	333
ENSG00000235277	4.27432814257219	0.338341399871865	0.173983739837398	0.317888563049853	251	334
ENSG00000255082	4.72966275488599	0.33818224902007	0.174634146341463	0.317888563049853	215	335
ENSG00000259678	1.72076754011105	0.338135892499882	0.174634146341463	0.317888563049853	551	336
ENSG00000224958	-2.56653086324425	0.33792294718277	0.175609756097561	0.317888563049853	423	337
ENSG00000233038	2.76895216804421	0.337897023969818	0.175609756097561	0.317888563049853	405	338
ENSG00000260512	1.92912948635931	0.337849167354406	0.175934959349593	0.317888563049853	503	339
ENSG00000246889	2.38793019657793	0.337608751593702	0.176260162601626	0.317888563049853	447	340
ENSG00000232524	3.88000027211955	0.337531747556641	0.176260162601626	0.317888563049853	296	341
ENSG00000245466	-4.67447593455838	0.337272736397445	0.177560975609756	0.318023255813954	218	342
ENSG00000228294	4.24674563314064	0.337194978061339	0.177560975609756	0.318023255813954	254	343
ENSG00000224189	2.5157046874592	0.33709911747851	0.177886178861789	0.318023255813954	430	344
ENSG00000262202	3.16769833696547	0.335498251663122	0.181788617886179	0.324057971014493	356	345
ENSG00000250421	3.42067600937744	0.335239286934444	0.182764227642276	0.32485549132948	332	346
ENSG00000231574	4.41730160999292	0.333726478965929	0.185365853658537	0.328530259365994	241	347
ENSG00000247134	3.99164350022736	0.3331808950522	0.187642276422764	0.33048433048433	280	348
ENSG00000260394	2.59389146025351	0.333035267722746	0.188292682926829	0.33048433048433	421	349
ENSG00000223949	4.92032854314884	0.332947974913958	0.188292682926829	0.33048433048433	195	350
ENSG00000262001	3.15487808598785	0.332513122046632	0.188617886178862	0.33048433048433	358	351
ENSG00000251018	2.38662483918818	0.331328309913817	0.192520325203252	0.335977337110482	448	352
ENSG00000235512	-2.451097770455	0.331062192612431	0.192845528455285	0.335977337110482	438	353
ENSG00000266278	4.03942680375472	0.330647007562481	0.194146341463415	0.33728813559322	273	354
ENSG00000261507	-5.08172027218667	0.330285365630009	0.19479674796748	0.337464788732394	188	355
ENSG00000217258	2.81743538294919	0.329641282343086	0.196422764227642	0.339325842696629	397	356
ENSG00000244649	4.21120980309561	0.329304266001874	0.197073170731707	0.339495798319328	257	357
ENSG00000246211	4.61102071861981	0.328390660649042	0.20130081300813	0.34579945799458	222	358
ENSG00000227925	3.78888962039047	0.32806334970013	0.202276422764228	0.34579945799458	303	359
ENSG00000259692	2.9546568177591	0.327959834636625	0.20260162601626	0.34579945799458	384	360
ENSG00000254287	2.37709500286564	0.327163536079888	0.205528455284553	0.34579945799458	453	361
ENSG00000258711	3.81599609898509	0.327160566403463	0.205528455284553	0.34579945799458	299	362
ENSG00000236242	3.49251273077849	0.326832116919603	0.20650406504065	0.34579945799458	325	363
ENSG00000237686	3.8521810662284	0.326731439622981	0.20650406504065	0.34579945799458	297	364
ENSG00000177822	4.73255976450344	0.326582048385298	0.20650406504065	0.34579945799458	213	365
ENSG00000229647	3.22532382806086	0.326379468156687	0.206829268292683	0.34579945799458	347	366
ENSG00000213468	4.7349503889937	0.326325542966191	0.206829268292683	0.34579945799458	212	367
ENSG00000229656	3.69060919482932	0.325899081704426	0.207479674796748	0.34579945799458	313	368
ENSG00000225606	-3.53343425545275	0.325825188561011	0.207479674796748	0.34579945799458	324	369
ENSG00000228126	-4.4608291781065	0.324905017036054	0.209756097560976	0.345844504021448	237	370
ENSG00000261159	1.8663044731739	0.324671727233171	0.209756097560976	0.345844504021448	518	371
ENSG00000232194	3.04508173488986	0.324622951764046	0.209756097560976	0.345844504021448	373	372
ENSG00000253979	3.94449021035644	0.324447701172549	0.209756097560976	0.345844504021448	286	373
ENSG00000240825	2.31602688298255	0.324118276655248	0.212357723577236	0.348404255319149	458	374
ENSG00000265185	2.71094050497055	0.323724098243167	0.212682926829268	0.348404255319149	409	375
ENSG00000262921	-4.97833335305688	0.323630193347036	0.213008130081301	0.348404255319149	191	376
ENSG00000228203	3.64371234656208	0.322820010243971	0.215934959349594	0.352254641909814	317	377
ENSG00000258791	4.37364707983371	0.321734518635963	0.219837398373984	0.357671957671958	244	378
ENSG00000231560	3.05380946165786	0.321280572537556	0.221138211382114	0.357702349869452	372	379
ENSG00000231394	4.89626912959653	0.321036112223497	0.222113821138211	0.357702349869452	197	380
ENSG00000235884	4.07798825746145	0.32096175011363	0.222439024390244	0.357702349869452	269	381
ENSG00000259459	-3.14811971193626	0.320870383550923	0.222439024390244	0.357702349869452	361	382
ENSG00000241048	-4.81891623954494	0.320855668723379	0.222764227642276	0.357702349869452	205	383
ENSG00000171889	2.88538123415862	0.320411977068088	0.224390243902439	0.359375	387	384
ENSG00000228705	4.1434952264646	0.319911830811339	0.225365853658537	0.36	264	385
ENSG00000251363	3.67056153694661	0.319031498219633	0.228617886178862	0.362982005141388	316	386
ENSG00000232788	1.97012765732375	0.318986380557048	0.228617886178862	0.362982005141388	493	387
ENSG00000261039	4.72694693516653	0.318752721702369	0.229593495934959	0.362982005141388	216	388
ENSG00000250893	-1.89509639805622	0.31875056550315	0.229593495934959	0.362982005141388	508	389
ENSG00000226330	-3.15129020700784	0.317589628359994	0.232845528455285	0.367179487179487	360	390
ENSG00000258088	-2.53596333231943	0.31746562864782	0.23479674796748	0.369309462915601	429	391
ENSG00000263325	-2.310078247244	0.316863060338035	0.238048780487805	0.373469387755102	459	392
ENSG00000260517	1.90865372444859	0.316369024348953	0.239024390243902	0.374045801526718	507	393
ENSG00000254721	2.80241587344666	0.316271299046013	0.239674796747967	0.374111675126904	399	394
ENSG00000225792	1.87928883012896	0.315254415129132	0.243252032520325	0.378282828282828	515	395
ENSG00000234678	-1.98112539606382	0.314981559319676	0.243577235772358	0.378282828282828	492	396
ENSG00000245614	2.61368533547971	0.314371647275713	0.246178861788618	0.381360201511335	418	397
ENSG00000234245	2.78392015805078	0.314048703393732	0.247154471544715	0.381909547738693	403	398
ENSG00000260618	-1.88409251412636	0.313784986664796	0.248780487804878	0.383458646616541	510	399
ENSG00000259342	-2.96036246169269	0.313180098755363	0.250406504065041	0.385	383	400
ENSG00000244351	4.51020927944587	0.311752848750532	0.254308943089431	0.39002493765586	231	401
ENSG00000224969	4.01594476503341	0.311511251684629	0.256260162601626	0.39106699751861	276	402
ENSG00000238042	4.17085578856146	0.311485725930319	0.256260162601626	0.39106699751861	262	403
ENSG00000257139	2.63427685199908	0.31103690656679	0.257235772357724	0.391584158415842	416	404
ENSG00000225535	2.96912973034439	0.310664906656596	0.259186991869919	0.393120393120393	381	405
ENSG00000234756	-4.50876254932836	0.310100441228991	0.259837398373984	0.393120393120393	232	406
ENSG00000228109	2.31763270397899	0.309790565050621	0.260162601626016	0.393120393120393	457	407
ENSG00000240401	1.6524663785222	0.309589777413381	0.261463414634146	0.393154034229829	563	408
ENSG00000250337	4.14732471841581	0.309526032443681	0.261463414634146	0.393154034229829	263	409
ENSG00000254988	-2.48923356219991	0.30884370355395	0.263739837398374	0.395609756097561	432	410
ENSG00000253722	1.65839747896482	0.308550206992004	0.265040650406504	0.396593673965937	562	411
ENSG00000233593	2.37909576294291	0.307951000642185	0.267317073170732	0.399029126213592	450	412
ENSG00000265408	-2.1875758631381	0.307351159055116	0.268617886178862	0.4	470	413
ENSG00000257718	2.40766223946646	0.307024493405612	0.269268292682927	0.4	445	414
ENSG00000258308	3.73661288652661	0.306566449085712	0.270894308943089	0.4	308	415
ENSG00000253851	1.94560371290153	0.306416060281195	0.271219512195122	0.4	499	416
ENSG00000229952	2.59717140879866	0.306397410818145	0.271219512195122	0.4	420	417
ENSG00000228216	3.12316676756644	0.305763536402651	0.27349593495935	0.401425178147268	364	418
ENSG00000255644	1.85198414459196	0.305702372504026	0.273821138211382	0.401425178147268	524	419
ENSG00000258725	1.74728171901572	0.305474951584806	0.274471544715447	0.401425178147268	546	420
ENSG00000247011	-2.6575275997655	0.305280175356358	0.27479674796748	0.401425178147268	415	421
ENSG00000232675	-2.03782494291691	0.30493427218507	0.27609756097561	0.402369668246446	488	422
ENSG00000253174	2.10490530396748	0.303685122184243	0.280325203252033	0.406117647058824	480	423
ENSG00000226051	-4.0662195719499	0.303454615267124	0.280650406504065	0.406117647058824	271	424
ENSG00000233818	3.72794947578105	0.303287837797523	0.280650406504065	0.406117647058824	310	425
ENSG00000229278	3.26553899248632	0.302186142462686	0.284878048780488	0.411267605633803	343	426
ENSG00000260415	2.76430055518839	0.300743452617999	0.289105691056911	0.416393442622951	406	427
ENSG00000224911	1.96260055711684	0.299848657275848	0.293008130081301	0.419954648526077	494	428
ENSG00000261068	-3.90498421394799	0.299410459884437	0.293333333333333	0.419954648526077	293	429
ENSG00000237125	2.29682479391012	0.298550605210372	0.296260162601626	0.419954648526077	461	430
ENSG00000204055	2.81650464892785	0.29816735605177	0.298211382113821	0.419954648526077	398	431
ENSG00000259807	3.25523661757842	0.29811695941097	0.298211382113821	0.419954648526077	344	432
ENSG00000259006	2.83240653236736	0.297998992876881	0.298536585365854	0.419954648526077	395	433
ENSG00000228140	2.4869723284035	0.297828447683281	0.298536585365854	0.419954648526077	433	434
ENSG00000258534	2.16444977647956	0.297671914785477	0.298861788617886	0.419954648526077	474	435
ENSG00000237689	-3.74575367583251	0.297466336016864	0.300487804878049	0.419954648526077	307	436
ENSG00000227751	1.5188272146343	0.29738207364588	0.300487804878049	0.419954648526077	582	437
ENSG00000257225	1.93687772589213	0.297380222712326	0.300487804878049	0.419954648526077	502	438
ENSG00000250692	-3.11553068909911	0.297293778793522	0.300487804878049	0.419954648526077	366	439
ENSG00000228682	-3.80734988944051	0.297029644793808	0.300813008130081	0.419954648526077	301	440
ENSG00000225684	2.98804824150274	0.296932987211939	0.301138211382114	0.419954648526077	379	441
ENSG00000258666	1.91948622147624	0.295674825982424	0.303414634146341	0.422171945701357	505	442
ENSG00000246375	-3.72656908475086	0.295033081399384	0.307642276422764	0.427088036117381	311	443
ENSG00000234155	3.77308219893968	0.294430418249505	0.309593495934959	0.428828828828829	304	444
ENSG00000250682	3.30106603567398	0.2938817303936	0.313170731707317	0.431180400890869	338	445
ENSG00000237480	-2.97651071990981	0.293629104154297	0.314146341463415	0.431180400890869	380	446
ENSG00000259153	-2.45102999440102	0.293494165492558	0.31479674796748	0.431180400890869	439	447
ENSG00000227959	-2.47231610836776	0.293364419485859	0.31479674796748	0.431180400890869	435	448
ENSG00000172965	1.79075906111494	0.293340581351857	0.31479674796748	0.431180400890869	537	449
ENSG00000223884	3.69003888809738	0.292502185894276	0.318373983739837	0.435111111111111	314	450
ENSG00000246859	1.80365248907838	0.292396972004027	0.319349593495935	0.435320088300221	535	451
ENSG00000234070	3.08296006819324	0.292230283182931	0.320325203252033	0.435320088300221	368	452
ENSG00000264177	-1.8597745540612	0.292140090527249	0.320650406504065	0.435320088300221	519	453
ENSG00000261568	2.68028578060727	0.291699109779832	0.321626016260163	0.435526315789474	410	454
ENSG00000228318	2.29316913177524	0.291483639534483	0.322276422764228	0.435526315789474	462	455
ENSG00000224930	3.04190065593954	0.291433522287229	0.322926829268293	0.435526315789474	374	456
ENSG00000256482	3.6235162585485	0.290346024219746	0.32650406504065	0.438427947598253	319	457
ENSG00000255362	3.12007611719716	0.290314756756045	0.32650406504065	0.438427947598253	365	458
ENSG00000228204	-1.84589741830146	0.289510240435468	0.330081300813008	0.440692640692641	526	459
ENSG00000259644	-2.96811316835094	0.289367174382517	0.330406504065041	0.440692640692641	382	460
ENSG00000261762	1.85585734909546	0.289277357489499	0.330731707317073	0.440692640692641	523	461
ENSG00000249293	3.02965232435536	0.289141603902082	0.331056910569106	0.440692640692641	377	462
ENSG00000225511	2.21669152678251	0.288751760929231	0.332032520325203	0.441036717062635	469	463
ENSG00000237768	1.94946145773218	0.288603892424992	0.333008130081301	0.441379310344828	496	464
ENSG00000254238	1.88010742766251	0.287990005249329	0.334959349593496	0.443010752688172	514	465
ENSG00000245311	-1.84132099863147	0.287453778110698	0.336585365853659	0.444206008583691	528	466
ENSG00000258604	-2.42460190710452	0.286920489261441	0.337560975609756	0.444539614561028	444	467
ENSG00000249859	1.68203513273067	0.286267037811138	0.341138211382114	0.448290598290598	558	468
ENSG00000232600	2.0235413746988	0.286076597136061	0.342439024390244	0.448407643312102	490	469
ENSG00000233635	2.37870951814181	0.285830682983475	0.343414634146341	0.448407643312102	451	470
ENSG00000237819	3.05642545797003	0.285732634013068	0.343414634146341	0.448407643312102	370	471
ENSG00000250930	-2.92408440507182	0.28438034682481	0.346341463414634	0.451271186440678	385	472
ENSG00000185065	1.62492899745279	0.283641186107635	0.349593495934959	0.454545454545455	567	473
ENSG00000225666	2.33288270677738	0.283328977245293	0.351219512195122	0.454926624737945	456	474
ENSG00000224184	3.1683495018681	0.282981853603507	0.352195121951219	0.454926624737945	355	475
ENSG00000232803	-1.85671435220126	0.282538925616221	0.352845528455285	0.454926624737945	522	476
ENSG00000250610	1.87738316859875	0.282392084805134	0.352845528455285	0.454926624737945	516	477
ENSG00000256417	3.07835439158688	0.281742228484893	0.355447154471545	0.457322175732218	369	478
ENSG00000256139	-1.71932268749468	0.280414809976081	0.360650406504065	0.463048016701461	554	479
ENSG00000262380	3.1441597168019	0.279248030528776	0.366178861788618	0.469166666666667	362	480
ENSG00000248694	2.18270223112433	0.278946231433742	0.367479674796748	0.46985446985447	472	481
ENSG00000255364	-2.84896314717689	0.277311254550703	0.373333333333333	0.475206611570248	391	482
ENSG00000260578	1.94671671685743	0.277261938096721	0.373983739837398	0.475206611570248	498	483
ENSG00000230113	1.66084161756474	0.277089061794173	0.373983739837398	0.475206611570248	561	484
ENSG00000259954	1.62485042080692	0.276569509702305	0.375609756097561	0.476288659793814	568	485
ENSG00000255322	2.55182756954843	0.275984704540626	0.377235772357724	0.477207392197125	425	486
ENSG00000261553	-1.34145570492995	0.275660962578473	0.377886178861789	0.477207392197125	599	487
ENSG00000242590	2.45268081553022	0.275113448568461	0.379512195121951	0.47827868852459	436	488
ENSG00000237133	1.8069378119585	0.274044425813614	0.384715447154472	0.483503054989817	532	489
ENSG00000235852	1.91547831189102	0.27372732233192	0.386016260162602	0.483503054989817	506	490
ENSG00000245067	1.77542982903043	0.273724040890655	0.386016260162602	0.483503054989817	540	491
ENSG00000258525	1.84474727376349	0.27304309527649	0.388943089430894	0.485192697768763	527	492
ENSG00000249007	-2.06320109273245	0.272810411144968	0.388943089430894	0.485192697768763	485	493
ENSG00000259306	2.67757086543847	0.27223013447937	0.391544715447154	0.486464646464646	411	494
ENSG00000262006	-3.23092584777383	0.272218752600472	0.391544715447154	0.486464646464646	346	495
ENSG00000241679	2.44749307410514	0.270778719455249	0.397073170731707	0.492338709677419	441	496
ENSG00000224137	3.13331553421019	0.270169564376137	0.399024390243902	0.493574297188755	363	497
ENSG00000260810	2.57137979269306	0.26995457066619	0.399674796747967	0.493574297188755	422	498
ENSG00000261460	1.55114505797933	0.269421310539102	0.401951219512195	0.495390781563126	580	499
ENSG00000236234	-2.61420821367636	0.268765440425712	0.404552845528455	0.4976	417	500
ENSG00000242428	-2.146734810573	0.268424736945571	0.405528455284553	0.497804391217565	477	501
ENSG00000259780	2.29708049719138	0.268168495466711	0.407154471544715	0.498608349900596	460	502
ENSG00000257495	-2.09877118661925	0.267877269359933	0.40780487804878	0.498608349900596	482	503
ENSG00000230628	-2.38422946267439	0.267174804910547	0.411382113821138	0.501984126984127	449	504
ENSG00000258077	-2.36009931387715	0.266555845614897	0.414634146341463	0.504950495049505	454	505
ENSG00000253163	2.66498954820635	0.264763296362516	0.420487804878049	0.509626719056975	414	506
ENSG00000160957	1.71839572454926	0.264544254037064	0.421138211382114	0.509626719056975	555	507
ENSG00000250513	-2.43182648655228	0.264338994917995	0.421463414634146	0.509626719056975	443	508
ENSG00000203999	2.77978879475278	0.26414336786275	0.421788617886179	0.509626719056975	404	509
ENSG00000257530	2.10396799586359	0.263553132688014	0.423414634146341	0.510588235294118	481	510
ENSG00000237989	2.27390403921672	0.262873392472219	0.425365853658537	0.511937377690802	463	511
ENSG00000264932	-2.54830939576771	0.262048883892029	0.427317073170732	0.51328125	427	512
ENSG00000224397	2.22055229870031	0.260938404984061	0.431219512195122	0.516504854368932	468	513
ENSG00000265055	2.71736210877981	0.260550059231164	0.43219512195122	0.516504854368932	407	514
ENSG00000229720	2.71658735610238	0.260428559699422	0.432520325203252	0.516504854368932	408	515
ENSG00000257202	2.05992987206623	0.25990372663171	0.43479674796748	0.518217054263566	486	516
ENSG00000223839	-2.44787121042695	0.258607732798039	0.442276422764228	0.525626204238921	440	517
ENSG00000229893	-1.52565525002986	0.258068834097697	0.443577235772358	0.525626204238921	581	518
ENSG00000266261	-1.94717117364317	0.258031270937659	0.443577235772358	0.525626204238921	497	519
ENSG00000185186	2.39678149792096	0.25735342252122	0.445528455284553	0.526923076923077	446	520
ENSG00000229334	1.5930206779802	0.256820616032085	0.448455284552846	0.528735632183908	576	521
ENSG00000234076	2.22865357118457	0.256603033282074	0.448780487804878	0.528735632183908	467	522
ENSG00000262115	1.79487672721161	0.255587656851684	0.453983739837398	0.533843212237094	536	523
ENSG00000257702	1.88329136881522	0.255198077517408	0.456260162601626	0.535496183206107	511	524
ENSG00000198221	-2.37778057795644	0.254655966024918	0.457235772357724	0.535619047619048	452	525
ENSG00000228561	2.09072524703925	0.253313943240061	0.461138211382114	0.539163498098859	483	526
ENSG00000254153	-2.67048166000852	0.252835055912099	0.463739837398374	0.541176470588235	412	527
ENSG00000227227	1.92254205642416	0.252024322049197	0.467317073170732	0.544318181818182	504	528
ENSG00000254369	1.75271021238328	0.250960817759018	0.470243902439024	0.54566037735849	545	529
ENSG00000259206	-1.49842403228295	0.250914576057088	0.470243902439024	0.54566037735849	586	530
ENSG00000260219	1.8067415287738	0.250258425766852	0.471869918699187	0.546516007532957	533	531
ENSG00000259310	-1.48061170035176	0.249700598622737	0.475121951219512	0.549248120300752	591	532
ENSG00000224621	-2.54206693876227	0.248589645374439	0.480975609756098	0.554971857410882	428	533
ENSG00000223552	2.35549525208336	0.248265360664401	0.482926829268293	0.555140186915888	455	534
ENSG00000262251	1.85676982533292	0.24794471561158	0.482926829268293	0.555140186915888	521	535
ENSG00000146143	1.72511169791398	0.246388649284765	0.487479674796748	0.559328358208955	550	536
ENSG00000265393	1.67164091717881	0.246213612125007	0.488780487804878	0.559776536312849	560	537
ENSG00000249076	-1.37171696699225	0.245350217995941	0.493333333333333	0.563940520446097	596	538
ENSG00000258301	1.51720128466227	0.244231845789021	0.497235772357724	0.56734693877551	583	539
ENSG00000261658	1.93849642973642	0.242972986934841	0.502113821138211	0.571851851851852	501	540
ENSG00000244151	1.76627155434432	0.242593703701917	0.503739837398374	0.572643253234751	543	541
ENSG00000237714	1.73717712247008	0.241947807557546	0.506666666666667	0.573848987108656	547	542
ENSG00000236986	-1.71997772941083	0.241775234961703	0.506666666666667	0.573848987108656	553	543
ENSG00000231770	2.0272033770644	0.241088550856908	0.510894308943089	0.577573529411765	489	544
ENSG00000258757	-1.65038515516732	0.2398188255949	0.515447154471545	0.580952380952381	564	545
ENSG00000242808	2.11691417279198	0.23965792734545	0.515772357723577	0.580952380952381	478	546
ENSG00000248101	1.57848057142111	0.239094525437163	0.519024390243902	0.583242258652095	577	547
ENSG00000242349	1.62717733630131	0.23876701322589	0.520325203252033	0.583242258652095	566	548
ENSG00000255992	1.88232631557502	0.238552528927194	0.520650406504065	0.583242258652095	512	549
ENSG00000233885	1.72050973958167	0.237932246876345	0.524227642276423	0.585869565217391	552	550
ENSG00000237233	2.16695687053245	0.237412068894306	0.52520325203252	0.585869565217391	473	551
ENSG00000260213	1.88124867875623	0.237199337709858	0.525853658536585	0.585869565217391	513	552
ENSG00000229664	1.85703103821466	0.236695913089851	0.527804878048781	0.586980108499096	520	553
ENSG00000233244	-2.23980889090077	0.234516166863395	0.539186991869919	0.5985559566787	465	554
ENSG00000261641	1.6156012703581	0.233618988358884	0.543739837398374	0.602513464991023	572	555
ENSG00000265415	1.87486165899712	0.232699864808396	0.545691056910569	0.602513464991023	517	556
ENSG00000245522	1.7798134094019	0.232585824718158	0.545691056910569	0.602513464991023	539	557
ENSG00000249913	-1.34820558885776	0.230151178360958	0.552845528455285	0.608586762075134	598	558
ENSG00000260874	1.61570432753964	0.230063406368	0.553170731707317	0.608586762075134	571	559
ENSG00000264608	1.60716946402373	0.229601468552619	0.555447154471545	0.61	573	560
ENSG00000263986	1.55120195471579	0.228354415565049	0.56	0.610247349823322	579	561
ENSG00000241528	2.11549452313696	0.228341358373938	0.560325203252032	0.610247349823322	479	562
ENSG00000163364	2.18558141843166	0.228200102399958	0.560650406504065	0.610247349823322	471	563
ENSG00000260432	-1.95147786418395	0.2281428552875	0.560650406504065	0.610247349823322	495	564
ENSG00000225205	1.7024119479427	0.228080554483064	0.560650406504065	0.610247349823322	556	565
ENSG00000257596	1.76067531328755	0.227807941756004	0.561626016260163	0.610247349823322	544	566
ENSG00000250685	-1.15837716250434	0.226118440571444	0.567154471544715	0.613005272407733	608	567
ENSG00000257152	2.01361513755791	0.226098338011555	0.567154471544715	0.613005272407733	491	568
ENSG00000236088	-2.08421242236899	0.22600898755773	0.567154471544715	0.613005272407733	484	569
ENSG00000255404	-1.11544573487635	0.224403428833756	0.575609756097561	0.621052631578947	612	570
ENSG00000227410	-1.93882348835231	0.223334156519859	0.577235772357724	0.621716287215412	500	571
ENSG00000235772	-2.04076983700991	0.222584376357394	0.580162601626016	0.623776223776224	487	572
ENSG00000263715	-1.38017595073845	0.221622642275025	0.584065040650407	0.626876090750436	595	573
ENSG00000264272	1.78719100360723	0.221139178096643	0.585691056910569	0.627526132404181	538	574
ENSG00000225057	-1.51478191606035	0.220544356862606	0.586991869918699	0.627826086956522	584	575
ENSG00000245648	1.8297111764196	0.219459394578439	0.590894308943089	0.630902777777778	530	576
ENSG00000261335	1.69250821540981	0.218946572412225	0.594146341463415	0.633275563258232	557	577
ENSG00000250116	1.83910358635486	0.21783303889368	0.598048780487805	0.635578583765112	529	578
ENSG00000229257	1.59939410836265	0.217768200600427	0.598373983739837	0.635578583765112	575	579
ENSG00000261385	-1.48901459433775	0.215483719449151	0.607154471544715	0.643793103448276	589	580
ENSG00000261051	1.73278485472044	0.214105369623107	0.610406504065041	0.645704467353952	548	581
ENSG00000259901	1.84692111124159	0.213907976295233	0.611056910569106	0.645704467353952	525	582
ENSG00000232814	1.76826756025563	0.21207787087473	0.618861788617886	0.652739726027397	542	583
ENSG00000261604	-1.40888914260447	0.211805224356069	0.619837398373984	0.652739726027397	594	584
ENSG00000239213	1.81227827294573	0.210526603353173	0.624715447154472	0.656752136752137	531	585
ENSG00000261452	1.89048187262192	0.209941295559141	0.626016260162602	0.656996587030717	509	586
ENSG00000261367	-1.77369070374635	0.207700537541793	0.635772357723577	0.664080944350759	541	587
ENSG00000236743	-1.6733443532763	0.207204513719956	0.636747967479675	0.664080944350759	559	588
ENSG00000256967	1.62262262773916	0.206224775994874	0.63869918699187	0.664080944350759	569	589
ENSG00000204706	-1.06711172064161	0.206172009215922	0.63869918699187	0.664080944350759	614	590
ENSG00000237485	1.60521755138226	0.206047912920255	0.639024390243902	0.664080944350759	574	591
ENSG00000204623	1.45924129706177	0.205563920300519	0.640325203252033	0.664080944350759	593	592
ENSG00000237857	1.72825247626475	0.205545290490847	0.640325203252033	0.664080944350759	549	593
ENSG00000256152	-1.49014409018329	0.20214313971091	0.653008130081301	0.676094276094276	588	594
ENSG00000231871	1.62983195906751	0.201354373885648	0.656585365853659	0.678655462184874	565	595
ENSG00000229702	-1.61987593471615	0.200289857625952	0.659837398373984	0.680872483221476	570	596
ENSG00000260401	-1.23634873426434	0.195809264090403	0.670894308943089	0.691122278056951	602	597
ENSG00000231709	-1.49044200168438	0.195312057902586	0.67349593495935	0.692642140468227	587	598
ENSG00000229502	-1.46563626830865	0.193607059936247	0.679349593495935	0.697495826377295	592	599
ENSG00000230423	-1.56491657950659	0.192632010591274	0.68260162601626	0.697674418604651	578	600
ENSG00000259468	-1.3508444677406	0.192380873060988	0.682926829268293	0.697674418604651	597	601
ENSG00000255989	-1.50408047777195	0.192249039794671	0.682926829268293	0.697674418604651	585	602
ENSG00000257433	-1.48121816863926	0.187596114774516	0.693333333333333	0.706622516556291	590	603
ENSG00000266495	-1.2250383479339	0.187412571047534	0.693983739837398	0.706622516556291	604	604
ENSG00000250286	-1.12761130449597	0.186087716127072	0.698536585365854	0.710082644628099	610	605
ENSG00000230140	-1.12341276373806	0.185542871172991	0.701788617886179	0.710526315789474	611	606
ENSG00000237705	-1.32365624136464	0.185474305449029	0.702113821138211	0.710526315789474	600	607
ENSG00000246851	-1.20965597815601	0.185417112331881	0.702439024390244	0.710526315789474	606	608
ENSG00000260230	-1.24734695162658	0.184790462278783	0.705040650406504	0.711986863711002	601	609
